CC(C)(C)C1=CC(=O)C=CC1=O,1
CCCCON(OC(C)=O)C(=O)c1ccc(Br)cc1,1
Cc1cccc2c1-c1ccccc1C2C,1
Cc1cc2ccccc2c2ccc3c(c12)C=CC(=O)C3=O,1
CN(CCO)CCO,0
C/C=C\C=C/C(=O)O,0
C[C@@H]1CCc2c1ccc1c2ccc2ccccc21,1
Sc1nc2ccccc2[nH]1,0
O=[N+]([O-])c1ccc(N/N=C(/N=Nc2ccc(I)cc2)c2ccccc2)cc1,0
[O-][n+]1cccc2c1C1OC1C=C2,0
ON1c2ccccc2/C(=N\c2ccccc2)C1(c1ccccc1)c1ccccc1,0
Cc1ccc2cc(C)c3c4c(ccc3c2c1)C(O)C(O)C1OC41,1
C[N+](C)(C)NCCC(=O)O,0
O=[N+]([O-])C1=Cc2cccc3cccc(c23)O1,1
BrCCC(Br)Br,1
CC1=CC(=O)C(C)=CC1=O,0
Cc1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,1
O=C(CC(O)C(=O)OCCBr)OCCBr,1
CC(=O)OCc1c2ccccc2c(C)c2ccc3ccccc3c12,1
CCSC(=O)Cl,0
CCN(CC)c1ccccc1,0
O=C1c2ccccc2C(=O)C1(O)O,0
CCCCN(N=O)C(N)=O,1
CN1CC=C(c2ccccc2)CC1,0
O=[N+]([O-])c1cc2ccc(N(CCCl)CCCl)cc2o1,1
Cc1ccc(/N=C/N=C/N(C)c2ccc(C)cc2C)c(C)c1,0
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,1
COc1cc([N+](=O)[O-])ccc1N=N[C@H](C(C)=O)C(=O)Nc1ccccc1OC,0
O=[N+]([O-])c1ccc2cc3c(cc2c1)C(O)C(O)C=C3,1
CC(=O)CN(COC(C)=O)N=O,1
COc1ccc(/C(Br)=C\C(=O)O)cc1,1
C[C@H](CCl)O[C@H](C)CCl,1
Cc1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1,0
COC(=O)c1ccc(C)cc1,0
CC(=O)OCc1ccco1,1
CC(C)(C)OOC(C)(C)c1cccc(C(C)(C)OOC(C)(C)C)c1,0
CNS(=O)(=O)c1ccc(N)cc1,0
Cc1c2cccc(C)c2nc2c1ccc1ccccc12,1
CCc1ccccc1N,0
C1=COc2c(c3cc4ccccc4cc3c3ccccc23)C=C1,1
C1=Cc2c(cc3ccc4cccc5ccc2c3c45)CC1,1
O=[N+]([O-])c1ccc(N=Nc2ccccc2)cc1,1
C=CC(=C)CCC=C(C)C,0
Cc1cc(C)cc([N+](=O)[O-])c1,1
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,1
CCCOC(=O)c1cc(O)c(O)c(O)c1,0
ClCCN(CCCl)c1ccc2ccccc2c1,1
Cc1ccc(N(CC2(O)OCC(O)C(O)C2O)N=O)cc1,1
Cc1ccc(N=C=O)cc1N=C=O,1
C=C(Cl)C#N,0
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,0
COc1cccc(/C=C/c2ccc(N)cc2)c1,1
CCN(CCO)N=O,1
Cn1c(N)nc2cc(Cl)ccc21,1
Cc1c(C(=O)O)cccc1[N+](=O)[O-],1
NC(CCC(=O)NC(CSC(=O)NCCCCl)C(=O)NCC(=O)O)C(=O)O,1
Nc1nc(O)nc2c1ncn2C1CC(O)C(CO)O1,0
Oc1ncnc2ccccc12,0
O=CC(=C(Cl)Cl)C(Cl)Cl,1
CC(=O)OCc1ccc2c(c1)OCO2,0
O=C(O)/C(Cl)=C(\C(=O)O)C(Cl)Cl,1
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,1
Nc1ccc2sncc2c1,1
Nc1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ncnc1-2,1
Sc1nc2ccccc2s1,0
N#CCC[C@](Br)(C#N)CBr,0
COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,1
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1
CCOc1ccc([N+](=O)[O-])cc1,1
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0
Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,1
O=NN(CCCl)C(=O)NC1CCCCC1,1
Cc1ccccc1N=Nc1ccc(N(C)C)cc1,0
O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])c4ccccc4c4ccc1c2c34,1
O=[N+]([O-])c1ccc2c(c1)Oc1cc([N+](=O)[O-])ccc1O2,1
O[C@@H]1[C@@H]2O[C@@H]2c2c(ccc3c2-c2cccc4cccc-3c24)[C@H]1O,1
Nc1ccc(-c2ccc(N)cc2Cl)c(Cl)c1,1
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,1
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,0
CCCC[C@H](CC)C(=O)O,0
Cc1ccc(OP(=O)(Oc2ccc(C)cc2C)Oc2ccc(C)cc2C)c(C)c1,0
CCCCCCCCCCCCCOC(=O)C[N+](CC)(CC)CC,0
COC(=O)c1ccc(C=O)cc1,0
CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,0
O=C1C=C(Cl)C(=O)C1(Cl)Cl,1
CC1(C)CCCC2(C)C1CCC1(C)C(C=O)C(C=O)=CCC12,0
Cn1c(N=[N+]=[N-])nc2ccccc21,1
CN(C)CCN(Cc1ccc(O)cc1)c1ccccn1,0
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,0
O=C(O)CC(O)(CC(=O)O)C(=O)O,0
O=CNc1nc(-c2cc([N+](=O)[O-])cs2)cs1,1
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,0
c1ccc(NNc2ccccc2)cc1,1
CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,0
CCCN(CCC)CCC,0
O=C1CC(=C(Cl)Cl)C(=O)N1,1
CC(C)C(N)C(=O)O,0
C=CCOC(=O)CCCCC,0
Nc1cccc(C(F)(F)F)c1,0
COc1cc([N+](=O)[O-])ccc1NC(C)=O,1
CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@@H]3CC4([C@@H]5C[C@@H](Br)CC[C@]5(C)[C@@H]3CC[C@]12C)S(=O)(=O)CCS4(=O)=O,1
CNS(=O)(=O)c1ccc(NC(C)=O)cc1,0
Cc1cn([C@@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1
O=[N+]([O-])c1cc([N+](=O)[O-])c2c3c(c4cccc5ccc1c2c54)CCCC3,1
CN(N=O)c1ccncc1,0
COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,0
CNC(=O)O/N=C\C(C)(C)SC,0
CC(=O)Nc1snc2ccccc12,1
C=CCN(CC=C)C1c2ccccc2-c2ccccc2C1N1C2c3ccccc3-c3ccccc3C21,0
CC(=O)c1oc([N+](=O)[O-])c(Cl)c1Cl,1
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCc3c[nH]cn3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,1
O=C(Nc1ccc(F)cc1)c1csc([N+](=O)[O-])c1,1
O=C(O)/C(Cl)=C(\CCl)C(=O)O,0
CCCNc1snc2ccccc12,0
Cn1c(N)nc2cc(C#N)ccc21,1
O=C(NCc1ccccc1)C1CO1,1
Cn1cncc1[N+](=O)[O-],1
O=S1(=O)OCCCO1,1
O=C(O)Cc1ccc(Cl)cc1,0
CN(C)c1cccc(O)c1,1
Nc1c2ccccc2cc2ccccc12,1
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,1
CCc1cccc(CC)c1N,1
Cc1cc2ccccc2cc1[N+](=O)[O-],0
CC(=O)OC1COC(Nc2ccc([N+](=O)[O-])cc2)C(OC(C)=O)C1OC(C)=O,1
CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO,0
CCC(=O)NCc1ccccc1,0
C[C@@H](Cl)CCl,1
O=C(O)[C@@H]1[C@H](C(=O)O)[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,0
O=C1C=CC(=O)C1(Cl)Cl,1
CNC(=O)N(O)C(=O)NC,0
N#CCBr,0
O=[N+]([O-])c1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)s1,1
C/C=N\O,1
Fc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,1
C(COCC1CO1)OCC1CO1,1
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,0
O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,0
O=C1C=Cc2c(ccc3c2ccc2ccccc23)C1=O,0
CC(=O)N(OC(=O)c1ccccc1)c1ccc2c(c1)Cc1ccccc1-2,1
NC[C@H]1CC[C@H](C(=O)c2ccc(CCC(=O)O)cc2)CC1,0
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,1
CCC(=O)C(=O)CC,1
ClCCSCCCl,1
CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccc(N=[N+]=[N-])cc23)cc1,1
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,0
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,0
CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,0
O=[N+]([O-])c1ccc(/C=C/c2cccc([N+](=O)[O-])c2)cc1,1
O=C(O)c1ccc(/C=C/c2ccc([N+](=O)[O-])o2)cc1,1
Oc1cc(O)c2ccccc2c1,1
C/C(C=O)=C/c1ccccc1,0
Cc1nc2c(cc(C)c3ccc4ccc(O)cc4c32)[nH]1,1
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,1
COc1ccc2cc(C(C)C(=O)O)ccc2c1,0
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,0
C/C(C(=O)O)=C(/Cl)C(=O)O,0
Cc1cc(Cl)ccc1O,0
CC(C)CCCC(C)C1CCC2C3CC=C4CCCCC4(C)C3CCC12C,0
Cc1nn(C)c(N)c1C(=O)c1ccccc1F,1
C1=C\CCC2OC2CC/C=C/CC/1,0
Nc1c2[nH]cnc2nc[n+]1[O-],1
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
