CCBr,1
Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)c(O)c1C2=O,0
C[C@@H](O)CBr,1
Nc1nc(-c2cccc([N+](=O)[O-])c2)nc2c1ncn2C1OC(CO)C(O)C1O,1
COc1nc2cccc(CBr)c2nc1OC,1
CCCN(CCCCO)N=O,1
Cc1ccc([N+]#N)cc1,1
CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O,0
O=[N+]([O-])c1ccccc1CCl,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,1
CN1CCN(c2ccc3[nH]c(Cc4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,0
CN=C=O,0
O=C(O)CI,1
Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1
CCCC,0
CNc1ccc2nc(C)cnc2c1C,1
C1=CC23CCCC2(C=C1)O3,1
O=[N+]([O-])c1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,1
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,1
Brc1ccc(-c2ccccc2)cc1,0
O=[N+]([O-])c1ccc2c(Cl)nsc2c1,1
CN[C@@H](C)Cc1ccccc1,0
Cc1ccc([N+](=O)[O-])cc1,0
CCOCCOC(=O)c1cc(Cc2ccc(N)c(C(=O)OCCOCC)c2)ccc1N,0
COc1cc(N)c([N+](=O)[O-])cc1N,1
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,1
CC(O)C#N,0
C=CCn1cc2c3c(cccc31)C1CC(C)CN(C#N)C1C2,1
OC1c2cccc3ccc4cccc(c4c23)C1O,0
NC(=O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1,1
O=C(OCCBr)C(O)C(O)C(=O)OCCBr,1
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
c1cnc2ccc3c(c2c1)C1OC1CC3,1
C=C(Br)C(C)=O,1
c1ccc(CSCc2ccccc2)cc1,0
Fc1cnc2c(c1)cc(F)c1ccccc12,0
CC(O)/C=C/C=O,1
